"X1.location","X1.source","X1.target","X1.id","X1.fuzzy","X1.context","X1.translator_comments","X1.developer_comments"
"modules/file/file.module:836","One or more files could not be uploaded.","Eine oder mehrere Dateien konnten nicht auf den Webserver übertragen werden.","","False","","",""
"modules/user/src/Plugin/views/argument_validator/UserName.php:28","One or more names separated by , or +","Ein Name oder mehrere Namen, getrennt durch , oder +","","False","","",""
"modules/locale/locale.bulk.inc:375","One translation file could not be imported. <a href="":url"">See the log</a> for details.","Eine Übersetzungsdatei konnte nicht importiert werden. Weitere Informationen finden Sie im <a href="":url"">Protokoll</a>.","","False","","",""
"modules/locale/locale.bulk.inc:378","One translation file could not be imported. See the log for details.","Eine Übersetzungsdatei konnte nicht importiert werden. Das Protokoll enthält Details.","","False","","",""
"modules/locale/locale.bulk.inc:402","One translation file imported. %number translations were added, %update translations were updated and %delete translations were removed.","Übersetzungsdatei wurde importiert. %number Übersetzungen wurden hinzugefügt, %update Übersetzungen wurden aktualisiert und %delete Übersetzungen wurden entfernt.","","False","","",""
"modules/locale/locale.batch.inc:107","One translation files could not be checked. See the log for details.","Eine Übersetzungsdatei konnte nicht geprüft werden. Das Protokoll enthält Details.","","False","","",""
"modules/help_topics/help_topics/core.performance.html.twig:22","Online documentation for the Internal Page Cache module","","","False","","",""
"modules/user/user.module:1520;1532","Only applied if users may set their own time zone.","Wird nur angewendet, wenn Benutzer ihre eigene Zeitzone einstellen dürfen.","","False","","",""
"modules/file/file.module:388","Only files with the following extensions are allowed: %files-allowed.","Nur Dateien mit folgenden Erweiterungen sind zulässig: %files-allowed.","","False","","",""
"modules/user/src/Plugin/views/filter/Roles.php:67","Only has the 'authenticated user' role","Besitzt nur die Rolle ‘Angemeldeter Benutzer‘","","False","","",""
"modules/locale/src/Form/LocaleSettingsForm.php:81","Only overwrite imported translations, customized translations are kept.","Nur importierte Übersetzungen überschreiben, angepasste Übersetzungen werden behalten.","","False","","",""
"modules/update/src/UpdateSettingsForm.php:86","Only security updates","Nur bei Sicherheitsaktualisierungen","","False","","",""
"modules/views/src/Plugin/views/field/BulkForm.php:242","Only selected actions","Nur ausgewählte Aktionen","","False","","",""
"modules/user/src/Plugin/views/access/Role.php:113","Only the checked roles will be able to access this display.","Nur die ausgewählte Rolle hat Zugriff auf die diese Anzeige.","","False","","",""
"modules/user/src/Plugin/views/access/Permission.php:126","Only users with the selected permission flag will be able to access this display.","Lediglich Benutzer mit entsprechenden Berechtigungen können auf diese Anzeige zugreifen.","","False","","",""
"modules/contextual/js/contextual.js:0","Open","Geöffnet","","False","","",""
"modules/link/src/Plugin/Field/FieldFormatter/LinkFormatter.php:129;163","Open link in new window","Link in neuem Fenster öffnen","","False","","",""
"modules/media_library/src/Plugin/Field/FieldWidget/MediaLibraryWidget.php:501","Opening media library.","","","False","","",""
"modules/migrate_drupal_ui/src/Batch/MigrateUpgradeImportBatch.php:184;186","Operation on @migration failed","Eine Operation bei der @migration schlug fehl!","","False","","",""
"modules/migrate_drupal_ui/src/Batch/MigrateUpgradeImportBatch.php:190;191","Operation on @migration skipped due to unfulfilled dependencies","Ein Schritt bei der @migration wurde übersprungen, da nicht alle Abhängigkeiten erfüllt wurden.","","False","","",""
"modules/migrate_drupal_ui/src/Batch/MigrateUpgradeImportBatch.php:180","Operation stopped by request","Die Operation wurde auf Anfrage abgebrochen.","","False","","",""
"profiles/demo_umami/config/optional/views.view.media.yml:0","Operations","Durchführungen","","False","","",""
"modules/views_ui/src/Form/Ajax/RearrangeFilter.php:103","Operator to use on all groups","Operator auf alle Gruppen anwenden","","False","","",""
"modules/help_topics/help_topics/core.performance.html.twig:1","Optimizing site performance","","","False","","",""
"modules/contact/contact.module:81","Option","","","False","","",""
"modules/user/src/Plugin/migrate/source/d6/ProfileFieldOptionTranslation.php:39","Option ID.","","","False","","",""
"modules/file/src/Plugin/Field/FieldType/FileItem.php:158","Optional subdirectory within the upload destination where files will be stored. Do not include preceding or trailing slashes.","Optionales Unterverzeichnis im Zielverzeichnis des Uploads, in dem Dateien gespeichert werden. Keine Schrägstriche voranstellen oder anhängen.","","False","","",""
"modules/image/src/Form/ImageStyleDeleteForm.php:26","Optionally select a style before deleting %style","Optional wählen Sie einen neuen Stil, bevor %style gelöscht wird","","False","","",""
"modules/media/src/Plugin/media/Source/OEmbed.php:330","Optionally select the allowed oEmbed providers for this media type. If left blank, all providers will be allowed.","Optional können die erlaubten oEmbed-Anbieter für diesen Medientyp ausgewählt werden. Wird diese Option nicht genutzt, sind alle Anbieter erlaubt.","","False","","",""
"modules/help_topics/help_topics/user.create.html.twig:11","Optionally, change other settings on the form.","","","False","","",""
"modules/system/src/Form/SiteInformationForm.php:138","Optionally, specify a relative URL to display as the front page. Leave blank to display the default front page.","Optional kann eine relative URL angegeben werden um diese als Startseite anzuzeigen. Leer lassen um die Standard-Startseite anzuzeigen.","","False","","",""
"modules/views/src/Plugin/views/filter/InOperator.php:46","Options","Optionen","","False","","",""
"modules/options/config/schema/options.schema.yml:0","Options list default display settings","Optionsliste für die Standard-Anzeigeeinstellungen","","False","","",""
"modules/views/src/Plugin/views/display/DisplayPluginBase.php:1456","Options such as paging, table sorting, and exposed filters will not initiate a page refresh.","Durch Optionen wie Seitennavigation, Tabellensortierung und Hervorhebungsfilter werden Seiten nicht neu geladen.","","False","","",""
"modules/views/src/Plugin/views/style/HtmlList.php:55","Ordered list","Geordnete Liste","","False","","",""
"modules/filter/src/Plugin/Filter/FilterHtml.php:382","Ordered list - use the &lt;li&gt; to begin each list item","Geordnete Liste – Mit &lt;li&gt; wird jedes Listenelement begonnen","","False","","",""
"modules/image/src/Plugin/Field/FieldFormatter/ImageFormatter.php:152","Original image","","","False","","",""
"modules/views/src/EntityViewsData.php:584","Original language","Originalsprache","","False","","",""
"modules/views_ui/src/ViewUI.php:1","Other queries","Andere Abfragen","","False","","",""
"modules/workspaces/src/WorkspaceListBuilder.php:332","Other workspaces:","","","False","","",""
"modules/field_ui/field_ui.module:249","Other…","Andere...","","False","","",""
"modules/update/update.install:152","Out of date","Veraltet","","False","","",""
"modules/views_ui/config/optional/tour.tour.views-ui.yml:0","Output format","Ausgabeformat","","False","","",""
"modules/views/src/Plugin/views/field/MachineName.php:62","Output machine name","Systemname ausgeben","","False","","",""
"modules/views/src/Plugin/views/field/EntityLink.php:82","Output the URL as text","Gib die URL als Text aus","","False","","",""
"modules/block_content/src/Plugin/Block/BlockContentBlock.php:155","Output the block in this view mode.","Den Blocks in diesem Ansichtsmodus ausgeben.","","False","","",""
"modules/layout_builder/layout_builder.module:57","Overridden layouts","","","False","","",""
"modules/views/src/Plugin/views/area/Title.php:33","Overridden title","Übersteuerter Titel","","False","","",""
"modules/views/src/Plugin/views/style/Table.php:212","Override normal sorting if click sorting is used","Normale Sortierung übersteuern, wenn die Klick-Sortierung verwendet wird.","","False","","",""
"modules/views/src/Plugin/views/style/DefaultSummary.php:58","Override number of items to display","Die Anzahl der anzuzeigenden Einträge übersteuern","","False","","",""
"modules/views/src/Plugin/views/field/FieldPluginBase.php:719","Override the output of this field with custom text","Die Ausgabe dieses Feldes mit benutzerdefiniertem Text überschreiben","","False","","",""
"modules/views/src/Plugin/views/area/Title.php:35","Override the title of this view when it is empty. The available global tokens below can be used here.","Übersteuert den Titel dieser Ansicht, wenn keine Ergebnisse zurückgegeben werden. Die global verfügbaren Token, die unten angezeigt werden, können hier verwendet werden.","","False","","",""
"modules/views/src/Plugin/views/argument/ArgumentPluginBase.php:217","Override the view and other argument titles. You may use Twig syntax in this field as well as the ""arguments"" and ""raw_arguments"" arrays.","Übersteuert den Titel der Ansicht und die Parameter anderer Titel. In diesem Feld kann Twig-Syntax sowie „Argumente“ und „unbearbeitete-Argumente“ verwendet werden.","","False","","",""
"modules/views/src/Plugin/views/argument/ArgumentPluginBase.php:255","Override the view and other argument titles. You may use Twig syntax in this field.","Übersteuern des Titels der Ansicht und der Titel anderer Argumente. In diesem Feld kann Twig-Syntax verwendet werden.","","False","","",""
"modules/help_topics/help_topics/core.ui_accessibility.html.twig:1","Overview of accessibility","","","False","","",""
"modules/field_ui/field_ui.links.menu.yml:0","Overview of fields on all entity types.","","","False","","",""
"modules/help_topics/help_topics/user.overview.html.twig:7","Overview of managing user accounts and visitors","","","False","","",""
"modules/views_ui/views_ui.links.menu.yml:0","Overview of plugins used in all views.","Übersicht der Funktionserweiterungen, die in allen Ansichten verwendet werden.","","False","","",""
"modules/locale/src/Form/ImportForm.php:135","Overwrite non-customized translations","Nicht angepasste Übersetzungen überschreiben","","False","","",""
"modules/workspaces/src/Entity/Workspace.php:95","Owner","Eigentümer","","False","","",""
"modules/rest/config/schema/rest.schema.yml:0","PATCH method settings","Einstellungen PATCH-Methode","","False","","",""
"themes/stable/templates/admin/status-report-general-info.html.twig:59","PHP","","","False","","",""
"modules/system/system.install:316","PHP OPcode caching","PHP-OPcode-Caching","","False","","",""
"modules/system/system.install:310","PHP OPcode caching can improve your site's performance considerably. It is <strong>highly recommended</strong> to have <a href=""http://php.net/manual/opcache.installation.php"" target=""_blank"">OPcache</a> installed on your server.","PHP-OPcode-Caching kann die Leistung der Website deutlich verbessern. Es wird <strong>dringend empfohlen</strong> <a href=""http://php.net/manual/opcache.installation.php"" target=""_blank"">OPcache</a> auf dem Server zu installieren.","","False","","",""
"config/schema/core.data_types.schema.yml:0","PHP date format","PHP-Datumsformat","","False","","",""
"modules/system/system.install:253","PHP extensions","PHP-Erweiterungen","","False","","",""
"modules/locale/locale.module:0","PM","","","False","","",""
"modules/rest/config/schema/rest.schema.yml:0","POST method settings","Einstellungen POST-Methode","","False","","",""
